purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
COBERTURA,baseline,teste_reservado,164956,2026-09-03,8427860,-3337|-4928,passo da areia,198.87,650000.0,576618.1182651802,12,11.923809786431852,900.0,1688,0.2,,0.8871047973310464,0.11289520266895359
APARTAMENTO,baseline,teste_reservado,161762,2026-08-17,2527499,-3338|-4926,vila ipiranga,57.08,245000.0,217346.50641120007,21,11.463206403515471,1200.0,96700,0.2,,0.887128597596735,0.11287140240326499
APARTAMENTO,baseline,teste_reservado,167464,2026-09-22,11073829,-3339|-4927,jardim europa,77.31,850000.0,945431.6104692908,12,11.742668134514457,1200.0,96700,0.2,,1.1122724829050479,0.11227248290504788
LOJA,baseline,teste_reservado,166979,2026-09-16,5186773,-3341|-4927,chacara pedras,284.61,704048.25,783061.0647486304,12,11.97197995511171,700.0,1774,0.2,,1.1122264202043401,0.11222642020434015
APARTAMENTO,baseline,teste_reservado,162827,2026-08-21,5395070,-3346|-4935,cristal,64.5,268000.0,238024.05397956725,13,11.244792138328274,1200.0,96700,0.2,,0.888149455147639,0.11185054485236101
APARTAMENTO,baseline,teste_reservado,163702,2026-08-27,100033411,-3338|-4928,passo da areia,109.36,837500.0,744023.5328336775,17,11.207987392566348,1200.0,96700,0.2,,0.8883863078611074,0.1116136921388926
CASA / RESIDÊNCIA,baseline,teste_reservado,167472,2026-09-22,914517,-3352|-4933,ipanema,222.91,600000.0,666811.340834924,5,5.0,800.0,16815,0.1487989829969808,,1.1113522347248734,0.11135223472487343
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163215,2026-08-21,9470743,-3350|-4933,ipanema,26.91,50000.0,44434.50558256682,7,6.0886319549496735,200.0,17117,0.0374643698062107,,0.8886901116513364,0.11130988834866362
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166620,2026-09-16,100059559,-3339|-4931,moinhos vento,11.52,60000.0,66668.26536617667,7,6.999326211165584,150.0,2612,0.2,,1.1111377561029445,0.11113775610294452
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166621,2026-09-16,100059560,-3339|-4931,moinhos vento,11.52,60000.0,66668.26536617667,7,6.999326211165584,150.0,2612,0.2,,1.1111377561029445,0.11113775610294452
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164178,2026-08-28,100000780,-3339|-4930,mont serrat,21.16,45000.0,49925.477635745054,7,6.219812501465734,200.0,17117,0.0374643698062107,,1.1094550585721124,0.10945505857211235
APARTAMENTO,baseline,teste_reservado,160384,2026-08-10,100130336,-3337|-4925,sao sebastiao,71.39,600000.0,534361.9997271111,12,11.999999999999998,1200.0,96700,0.2,,0.8906033328785184,0.10939666712148155
CASA / RESIDÊNCIA,baseline,teste_reservado,164156,2026-08-31,2410,-3340|-4929,tres figueiras,290.0,2500000.0,2771563.4852213496,5,5.0,800.0,16815,0.1487989829969808,,1.1086253940885398,0.10862539408853977
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160281,2026-08-07,100104571,-3339|-4931,auxiliadora,11.04,50000.0,44584.31424506417,12,5.038323911595173,200.0,17117,0.0374643698062107,,0.8916862849012833,0.10831371509871668
APARTAMENTO,baseline,teste_reservado,164281,2026-09-01,100022289,-3338|-4926,vila ipiranga,76.1,420000.0,465439.4694903991,12,11.954267523769165,1200.0,96700,0.2,,1.108189213072379,0.10818921307237894
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,160668,2026-08-10,10585435,-3341|-4929,petropolis,20.78,50000.0,55402.43736531863,7,6.432127569885432,150.0,2612,0.2,,1.1080487473063725,0.10804874730637248
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165436,2026-09-08,3140156,-3338|-4925,jardim itu,84.84,285000.0,315726.9431632989,9,5.008348348509465,200.0,17117,0.0374643698062107,,1.107813835660698,0.10781383566069791
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,164766,2026-09-02,2780747,-3340|-4934,centro historic,12.0,31500.0,28133.593628072427,11,5.051750916548278,150.0,2612,0.2,,0.8931299564467438,0.10687004355325624
APARTAMENTO,baseline,teste_reservado,165842,2026-09-09,917508,-3341|-4932,santana,80.3,320000.0,285842.8421452335,25,8.392505971870692,1200.0,96700,0.2,,0.8932588817038546,0.10674111829614541
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164414,2026-09-01,9278184,-3341|-4925,jardim carvalho,10.58,35000.0,38722.58622704933,30,3.698472642768386,200.0,17117,0.0374643698062107,,1.1063596064871237,0.10635960648712373
SALA COMERCIAL,baseline,teste_reservado,163481,2026-08-25,8233101,-3341|-4929,petropolis,30.95,115000.0,127221.40622914216,16,15.91095163225516,900.0,7886,0.2,,1.1062730976447144,0.10627309764471438
CASA / RESIDÊNCIA,baseline,teste_reservado,161964,2026-08-17,2458586,-3337|-4926,jardim lindoia,200.0,700000.0,625925.7661922078,5,5.0,800.0,16815,0.1487989829969808,,0.8941796659888683,0.10582033401113167
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166069,2026-09-11,100012706,-3340|-4930,bela vista,21.16,90000.0,80516.1884134417,7,5.483105478116282,200.0,17117,0.0374643698062107,,0.8946243157049079,0.10537568429509214
APARTAMENTO,baseline,teste_reservado,161863,2026-08-17,5194547,-3343|-4932,santo antonio,56.57,200000.0,221016.7708333333,12,11.999999999999998,1200.0,96700,0.2,,1.1050838541666665,0.10508385416666655
CASA / RESIDÊNCIA,baseline,teste_reservado,165422,2026-09-04,10489703,-3350|-4932,vila nova,49.0,180000.0,161153.3873467874,6,5.952380952380952,800.0,16815,0.1487989829969808,,0.8952965963710412,0.1047034036289588
SALA COMERCIAL,baseline,teste_reservado,165876,2026-09-10,10666176,-3340|-4932,rio branco,32.15,218038.0,195247.95850266347,16,15.988210157204934,900.0,7886,0.2,,0.8954767448915486,0.1045232551084514
LOJA,baseline,teste_reservado,165447,2026-09-08,3539474,-3338|-4926,vila ipiranga,123.13,500000.0,552162.9584817702,12,11.795932235112051,700.0,1774,0.2,,1.1043259169635404,0.10432591696354043
CASA / RESIDÊNCIA,baseline,teste_reservado,167437,2026-09-22,6799000,-3353|-4932,espirito santo,444.6,1200000.0,1325045.2256493033,5,5.0,800.0,16815,0.1487989829969808,,1.1042043547077527,0.10420435470775269
APARTAMENTO,baseline,teste_reservado,164139,2026-08-31,6385257,-3350|-4932,vila nova,40.4,126000.0,112875.45529337414,13,11.04514169894778,1200.0,96700,0.2,,0.8958369467728106,0.10416305322718944
APARTAMENTO,baseline,teste_reservado,167355,2026-09-22,900214,-3339|-4930,auxiliadora,83.0,290000.0,259797.91638409928,25,3.695482980370623,1200.0,96700,0.2,,0.895854884083101,0.10414511591689901
APARTAMENTO,baseline,teste_reservado,161010,2026-08-12,100096522,-3340|-4932,bom fim,64.41,541000.0,597220.5542803854,25,5.337211730887808,1200.0,96700,0.2,,1.1039196936790858,0.10391969367908582
APARTAMENTO,baseline,teste_reservado,163026,2026-08-25,100086698,-3346|-4935,cristal,43.5,650000.0,582553.3849644642,12,11.999999999999991,1200.0,96700,0.2,,0.8962359768684065,0.1037640231315935
APARTAMENTO,baseline,teste_reservado,163447,2026-08-25,100082866,-3340|-4929,petropolis,352.51,4800000.0,4302404.273679501,12,11.65691684090317,1200.0,96700,0.2,,0.8963342236832295,0.10366577631677054
APARTAMENTO,baseline,teste_reservado,163871,2026-08-27,6686079,-3338|-4925,jardim itu,53.09,210000.0,188269.0832105899,25,6.105366941842384,1200.0,96700,0.2,,0.8965194438599519,0.10348055614004814
CASA / RESIDÊNCIA,baseline,teste_reservado,167362,2026-09-21,1676172,-3337|-4931,sao geraldo,91.0,500000.0,448308.8739250104,5,5.0,800.0,16815,0.1487989829969808,,0.8966177478500208,0.1033822521499792
APARTAMENTO,baseline,teste_reservado,164237,2026-08-31,100048201,-3339|-4923,jar leopoldina,38.34,99677.11,109971.05174901836,25,6.075650935370084,1200.0,96700,0.2,,1.1032728752771659,0.10327287527716589
SALA COMERCIAL,baseline,teste_reservado,161816,2026-08-15,8093075,-3343|-4933,menino deus,38.87,120000.0,132338.45964039632,20,9.80618702466151,900.0,7886,0.2,,1.1028204970033026,0.10282049700330265
APARTAMENTO,baseline,teste_reservado,159845,2026-08-05,1273388,-3341|-4932,azenha,80.0,250000.0,275605.0900449463,13,11.892846438890745,1200.0,96700,0.2,,1.102420360179785,0.10242036017978506
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167400,2026-09-22,11116390,-3342|-4930,jardim botanico,21.16,50000.0,55120.92947365777,7,6.878642792489587,200.0,17117,0.0374643698062107,,1.1024185894731555,0.10241858947315552
SALA COMERCIAL,baseline,teste_reservado,167360,2026-09-22,8079528,-3339|-4931,moinhos vento,46.86,281160.0,252604.7222247661,16,15.648581640347963,900.0,7886,0.2,,0.8984376235053567,0.10156237649464328
APARTAMENTO,baseline,teste_reservado,167023,2026-09-18,1023594,-3338|-4927,cristo redentor,50.25,245000.0,220167.52513573464,25,7.868733518647185,1200.0,96700,0.2,,0.8986429597376924,0.10135704026230763
APARTAMENTO,baseline,teste_reservado,166193,2026-09-11,100122470,-3344|-4928,vila sao jose,50.98,181687.3,200092.6263763652,18,11.227289913440838,1200.0,96700,0.2,,1.1013022174712552,0.10130221747125523
SALA COMERCIAL,baseline,teste_reservado,165732,2026-09-10,100038160,-3342|-4928,jardim do salso,35.68,223000.0,200422.95974068492,16,15.348510867314696,900.0,7886,0.2,,0.8987576669985871,0.10124233300141294
CASA / RESIDÊNCIA,baseline,teste_reservado,166516,2026-09-14,100111927,-3353|-4929,hipica,162.4,760000.0,683317.4895623248,5,5.0,800.0,16815,0.1487989829969808,,0.8991019599504274,0.10089804004957259
APARTAMENTO,baseline,teste_reservado,163337,2026-08-25,277800,-3341|-4931,santa cecilia,76.49,340000.0,374249.6920460343,25,5.212130222728558,1200.0,96700,0.2,,1.1007343883706893,0.10073438837068927
COBERTURA,baseline,teste_reservado,161091,2026-08-12,5998085,-3342|-4931,santana,110.9,400000.0,359718.6412717579,12,11.839544458744902,900.0,1688,0.2,,0.8992966031793947,0.10070339682060525
SALA COMERCIAL,baseline,teste_reservado,165834,2026-09-10,8892806,-3340|-4929,tres figueiras,82.16,550000.0,494899.1973593916,18,15.02415670982605,900.0,7886,0.2,,0.8998167224716211,0.10018327752837886
APARTAMENTO,baseline,teste_reservado,159678,2026-08-05,100151256,-3354|-4927,hipica,40.29,155480.97,139961.36641111624,25,8.804765156362256,1200.0,96700,0.2,,0.9001832597977504,0.09981674020224962
APARTAMENTO,baseline,teste_reservado,163834,2026-08-27,331511,-3342|-4932,azenha,41.9,140000.0,153944.09382507592,12,11.998792452618645,1200.0,96700,0.2,,1.0996006701791137,0.09960067017911367
COBERTURA,baseline,teste_reservado,165227,2026-09-04,6875629,-3337|-4925,sarandi,97.04,261500.0,235551.77870824505,12,11.95636562540621,900.0,1688,0.2,,0.9007716202992163,0.09922837970078369
CASA / RESIDÊNCIA,baseline,teste_reservado,161729,2026-08-14,1771108,-3339|-4931,moinhos vento,173.0,1235000.0,1112595.9359109916,5,5.0,800.0,16815,0.1487989829969808,,0.9008873974987787,0.09911260250122134
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165708,2026-09-08,100091125,-3350|-4933,vila nova,23.25,50000.0,54938.56332703214,7,7.0,200.0,17117,0.0374643698062107,,1.0987712665406428,0.09877126654064283
APARTAMENTO,baseline,teste_reservado,160387,2026-08-10,8623872,-3341|-4931,petropolis,115.51,640000.0,702773.7983450547,12,11.908628485465648,1200.0,96700,0.2,,1.098084059914148,0.09808405991414793
LOJA,baseline,teste_reservado,161093,2026-08-12,2647915,-3340|-4932,santana,47.95,300000.0,329393.786564804,15,11.779746154150333,700.0,1774,0.2,,1.0979792885493467,0.09797928854934668
SALA COMERCIAL,baseline,teste_reservado,167159,2026-09-17,8544069,-3345|-4932,teresopolis,40.06,135000.0,121792.01377850412,18,15.657998620663973,900.0,7886,0.2,,0.9021630650259564,0.09783693497404355
APARTAMENTO,baseline,teste_reservado,164581,2026-09-02,6330363,-3347|-4935,cristal,43.68,199000.0,179555.8228439308,12,11.920611468391106,1200.0,96700,0.2,,0.9022905670549286,0.0977094329450714
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166168,2026-09-11,100098551,-3340|-4930,petropolis,24.37,41800.0,45878.120177825294,11,5.0218998476530965,200.0,17117,0.0374643698062107,,1.097562683680031,0.09756268368003096
COBERTURA,baseline,teste_reservado,163667,2026-08-26,9855335,-3338|-4925,jardim itu,168.1,740000.0,667853.2926344646,12,11.931355193307647,900.0,1688,0.2,,0.9025044495060331,0.09749555049396685
APARTAMENTO,baseline,teste_reservado,165801,2026-09-09,10609237,-3338|-4929,sao joao,67.0,380000.0,417029.9094521774,12,11.954647186768211,1200.0,96700,0.2,,1.097447130137309,0.09744713013730899
SALA COMERCIAL,baseline,teste_reservado,161161,2026-08-12,100070849,-3337|-4932,sao geraldo,33.15,170000.0,186516.98474226423,20,6.6670521975427,900.0,7886,0.2,,1.0971587337780249,0.09715873377802486
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162110,2026-08-18,6331017,-3347|-4935,cristal,12.0,30000.0,32882.76536731535,7,6.678151857650939,200.0,17117,0.0374643698062107,,1.0960921789105116,0.09609217891051158
APARTAMENTO,baseline,teste_reservado,164258,2026-08-31,1113747,-3342|-4933,menino deus,57.9,260000.0,235039.2381097369,25,8.768589510730822,1200.0,96700,0.2,,0.9039970696528342,0.09600293034716578
SALA COMERCIAL,baseline,teste_reservado,161006,2026-08-11,8017115,-3340|-4933,centro historic,97.11,260178.26,235254.4325706916,17,15.332095032340616,900.0,7886,0.2,,0.9042048039320871,0.09579519606791287
SALA COMERCIAL,baseline,teste_reservado,161004,2026-08-11,8017093,-3340|-4933,centro historic,97.11,260178.26,235254.4325706916,17,15.332095032340616,900.0,7886,0.2,,0.9042048039320871,0.09579519606791287
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163138,2026-08-25,3399036,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163135,2026-08-25,3398986,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163139,2026-08-25,3399001,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163137,2026-08-25,3398994,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163141,2026-08-25,3399028,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163145,2026-08-25,3399060,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163136,2026-08-25,3398978,-3339|-4931,moinhos vento,18.5,50000.0,45220.079223534194,7,6.942075694238331,150.0,2612,0.2,,0.9044015844706839,0.09559841552931614
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163624,2026-08-26,8982732,-3341|-4928,bom jesus,12.0,40000.0,43813.557812898754,7,6.9058048659878,200.0,17117,0.0374643698062107,,1.095338945322469,0.0953389453224689
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163623,2026-08-26,8982740,-3341|-4928,bom jesus,12.0,40000.0,43813.557812898754,7,6.9058048659878,200.0,17117,0.0374643698062107,,1.095338945322469,0.0953389453224689
APARTAMENTO,baseline,teste_reservado,164540,2026-09-02,5326583,-3338|-4931,moinhos vento,42.87,175000.0,158334.97603969954,15,11.05489002348168,1200.0,96700,0.2,,0.9047712916554259,0.09522870834457409
APARTAMENTO,baseline,teste_reservado,160240,2026-08-07,5399726,-3341|-4929,petropolis,39.69,295000.0,266933.9977905984,14,11.036108106149518,1200.0,96700,0.2,,0.9048610094596556,0.09513899054034436
SALA COMERCIAL,baseline,teste_reservado,159786,2026-08-05,100131033,-3337|-4925,sao sebastiao,24.91,170000.0,153855.68754536528,20,5.1631927452693605,900.0,7886,0.2,,0.9050334561492075,0.0949665438507925
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162468,2026-08-20,6978401,-3338|-4931,floresta,52.28,240300.0,262927.14990244433,7,6.202785237071097,200.0,17117,0.0374643698062107,,1.094162088649373,0.09416208864937303
APARTAMENTO,baseline,teste_reservado,166487,2026-09-15,5500648,-3337|-4925,sarandi,59.68,240000.0,217409.39298392905,14,11.402748422432907,1200.0,96700,0.2,,0.905872470766371,0.09412752923362899
COBERTURA,baseline,teste_reservado,163193,2026-08-25,8237026,-3339|-4929,boa vista,212.89,1000000.0,1094106.783109299,12,11.873688954358467,900.0,1688,0.2,,1.094106783109299,0.09410678310929899
SALA COMERCIAL,baseline,teste_reservado,166803,2026-09-16,100038231,-3342|-4928,jardim do salso,34.91,195000.0,213344.1554259787,20,6.77678568502775,900.0,7886,0.2,,1.094072591928096,0.09407259192809603
APARTAMENTO,baseline,teste_reservado,161734,2026-08-17,11048468,-3339|-4930,mont serrat,139.96,1482000.0,1343358.0680234644,24,11.327061174271003,1200.0,96700,0.2,,0.9064494386123242,0.09355056138767581
CASA / RESIDÊNCIA,baseline,teste_reservado,164645,2026-09-02,100098380,-3343|-4926,jardim carvalho,111.48,230934.73,252398.78434089443,5,5.0,800.0,16815,0.1487989829969808,,1.0929442459386443,0.09294424593864425
APARTAMENTO,baseline,teste_reservado,160469,2026-08-07,8009872,-3342|-4931,santana,39.56,215000.0,195332.20418378452,21,11.11782705276178,1200.0,96700,0.2,,0.9085218799245791,0.09147812007542089
SALA COMERCIAL,baseline,teste_reservado,163074,2026-08-25,10528350,-3340|-4927,chacara pedras,68.98,688000.0,625763.6136807784,20,7.855188084127854,900.0,7886,0.2,,0.9095401361639222,0.09045986383607785
SALA COMERCIAL,baseline,teste_reservado,162944,2026-08-24,791733,-3340|-4933,centro historic,14.73,35000.0,38164.12589927722,20,9.262127559982982,900.0,7886,0.2,,1.0904035971222064,0.09040359712220636
APARTAMENTO,baseline,teste_reservado,163405,2026-08-14,100058272,-3341|-4934,cidade baixa,55.04,400000.0,436136.015816956,17,11.088078632824605,1200.0,96700,0.2,,1.09034003954239,0.0903400395423899
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163028,2026-08-24,11480939,-3341|-4929,petropolis,153.86,1158728.0,1054802.5207960035,7,6.92992789101474,200.0,17117,0.0374643698062107,,0.9103107207178937,0.08968927928210635
COBERTURA,baseline,teste_reservado,163235,2026-08-25,10056874,-3341|-4927,chacara pedras,204.74,1150000.0,1252995.671100749,12,11.832535137022164,900.0,1688,0.2,,1.089561453131086,0.08956145313108599
COBERTURA,baseline,teste_reservado,165465,2026-09-08,5560713,-3338|-4930,higienopolis,135.46,550000.0,599138.0886465765,13,11.894427890757772,900.0,1688,0.2,,1.0893419793574117,0.08934197935741173
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165963,2026-09-10,8949093,-3342|-4933,menino deus,10.58,40000.0,43571.35116543939,13,5.026934798859455,200.0,17117,0.0374643698062107,,1.0892837791359846,0.08928377913598462
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159524,2026-08-04,10513787,-3343|-4933,menino deus,84.89,455000.0,495459.9407118372,7,6.968765334136744,200.0,17117,0.0374643698062107,,1.0889229466194223,0.08892294661942235
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159348,2026-08-03,6825508,-3338|-4928,passo da areia,85.98,345000.0,375639.5430805972,7,6.9180472581211285,200.0,17117,0.0374643698062107,,1.0888102697988324,0.08881026979883244
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166207,2026-09-11,8925992,-3337|-4930,sao joao,56.51,370000.0,337276.8954505099,7,6.876422341538805,200.0,17117,0.0374643698062107,,0.91155917689327,0.08844082310672996
CASA / RESIDÊNCIA,baseline,teste_reservado,164965,2026-09-02,10622918,-3336|-4924,sarandi,263.0,1320000.0,1203687.822739323,5,5.0,800.0,16815,0.1487989829969808,,0.9118847141964568,0.08811528580354322
APARTAMENTO,baseline,teste_reservado,161036,2026-08-12,8103089,-3342|-4928,jardim do salso,40.74,150000.0,163207.92804211838,12,11.967471113743732,1200.0,96700,0.2,,1.0880528536141225,0.08805285361412252
CASA / RESIDÊNCIA,baseline,teste_reservado,163210,2026-08-25,11510013,-3344|-4934,santa tereza,135.0,330000.0,359054.80615523795,5,5.0,800.0,16815,0.1487989829969808,,1.0880448671370846,0.08804486713708459
SALA COMERCIAL,baseline,teste_reservado,166209,2026-09-11,6671454,-3338|-4930,higienopolis,47.21,230000.0,209997.57643060567,16,15.96630513135834,900.0,7886,0.2,,0.9130329410026333,0.08696705899736668
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167133,2026-09-16,11029692,-3339|-4927,jardim europa,21.16,60000.0,65174.55671273133,8,5.500700946093744,200.0,17117,0.0374643698062107,,1.0862426118788555,0.08624261187885551
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161934,2026-08-18,100008689,-3335|-4930,humaita,63.94,225000.0,244383.72908051245,10,5.093180718691724,200.0,17117,0.0374643698062107,,1.0861499070244998,0.08614990702449976
APARTAMENTO,baseline,teste_reservado,167352,2026-09-22,24201,-3341|-4933,cidade baixa,61.91,270000.0,246812.0148926293,25,8.396779563949138,1200.0,96700,0.2,,0.9141185736764048,0.08588142632359519
APARTAMENTO,baseline,teste_reservado,163539,2026-08-26,11142294,-3353|-4933,espirito santo,77.81,260000.0,237675.12947181068,12,11.912562789560765,1200.0,96700,0.2,,0.914135113353118,0.08586488664688197
CASA / RESIDÊNCIA,baseline,teste_reservado,161967,2026-08-18,11725176,-3353|-4928,hipica,64.49,260000.0,282297.2616431251,5,5.0,800.0,16815,0.1487989829969808,,1.0857586986274042,0.08575869862740415
LOJA,baseline,teste_reservado,162738,2026-08-21,6233627,-3343|-4926,partenon,20.81,80000.0,86854.31771551658,16,11.326047671424082,700.0,1774,0.2,,1.0856789714439572,0.0856789714439572
COBERTURA,baseline,teste_reservado,161087,2026-08-11,5392438,-3346|-4935,cristal,148.92,440000.0,477563.64856944967,17,11.49783876528246,900.0,1688,0.2,,1.085371928566931,0.08537192856693099
APARTAMENTO,baseline,teste_reservado,163570,2026-08-26,11707712,-3351|-4931,campo novo,39.03,106000.0,96963.33333333331,12,11.999999999999998,1200.0,96700,0.2,,0.9147484276729558,0.08525157232704417
SALA COMERCIAL,baseline,teste_reservado,162268,2026-08-18,9113436,-3339|-4932,moinhos vento,34.55,125000.0,135496.9283519754,17,15.26682899641606,900.0,7886,0.2,,1.083975426815803,0.08397542681580306
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165645,2026-09-09,6905544,-3341|-4932,santa cecilia,12.0,30000.0,32515.666665913195,7,6.992229813845646,200.0,17117,0.0374643698062107,,1.0838555555304399,0.08385555553043988
SALA COMERCIAL,baseline,teste_reservado,166661,2026-09-15,6938108,-3339|-4931,moinhos vento,32.77,150000.0,162538.9254588786,16,15.51264565859985,900.0,7886,0.2,,1.083592836392524,0.08359283639252402
SALA COMERCIAL,baseline,teste_reservado,163300,2026-08-25,2125110,-3340|-4934,centro historic,21.06,69000.0,63249.42097007285,19,15.14462553599217,900.0,7886,0.2,,0.9166582749285921,0.08334172507140791
APARTAMENTO,baseline,teste_reservado,166488,2026-09-15,1247603,-3341|-4932,santana,113.91,320000.0,346585.0068823478,15,11.71214657196755,1200.0,96700,0.2,,1.083078146507337,0.08307814650733691
APARTAMENTO,baseline,teste_reservado,163196,2026-08-25,331635,-3342|-4932,azenha,65.6,200000.0,216380.1622021493,16,11.606455946574004,1200.0,96700,0.2,,1.0819008110107466,0.08190081101074664
APARTAMENTO,baseline,teste_reservado,163446,2026-08-25,7095821,-3342|-4926,jardim carvalho,46.85,110000.0,118978.93228405411,12,11.999515917510656,1200.0,96700,0.2,,1.0816266571277646,0.08162665712776462
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165263,2026-09-04,100035840,-3338|-4927,cristo redentor,10.58,40000.0,36749.99992072027,30,4.000000406183891,200.0,17117,0.0374643698062107,,0.9187499980180067,0.08125000198199328
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,162315,2026-08-19,2879425,-3340|-4934,centro historic,12.1,40000.0,36758.82351691854,16,5.0026758522111,150.0,2612,0.2,,0.9189705879229636,0.0810294120770364
APARTAMENTO,baseline,teste_reservado,159867,2026-08-05,11729805,-3348|-4936,tristeza,95.73,620000.0,571146.3769041967,16,11.071144891959122,1200.0,96700,0.2,,0.9212038337164463,0.07879616628355368
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159483,2026-08-04,8143900,-3340|-4930,bela vista,327.4,2350000.0,2164878.8781034024,7,5.602127836324736,200.0,17117,0.0374643698062107,,0.9212250545120861,0.07877494548791386
SALA COMERCIAL,baseline,teste_reservado,165837,2026-09-10,100070905,-3337|-4932,sao geraldo,47.86,315000.0,290232.33076707536,20,8.944456948696807,900.0,7886,0.2,,0.9213724786256361,0.0786275213743639
APARTAMENTO,baseline,teste_reservado,165315,2026-09-04,2649276,-3342|-4934,menino deus,72.69,300000.0,276571.5064642785,16,11.36964029138534,1200.0,96700,0.2,,0.921905021547595,0.07809497845240498
APARTAMENTO,baseline,teste_reservado,163071,2026-08-25,5751586,-3339|-4927,vila ipiranga,35.51,165000.0,152345.5209218509,12,11.032738776028912,1200.0,96700,0.2,,0.9233061874051569,0.07669381259484309
CASA / RESIDÊNCIA,baseline,teste_reservado,166739,2026-09-15,10669914,-3337|-4926,sao sebastiao,207.0,700000.0,752564.8175193352,5,5.0,800.0,16815,0.1487989829969808,,1.075092596456193,0.07509259645619304
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162768,2026-08-20,8450331,-3341|-4929,petropolis,12.0,50000.0,46259.095972447954,7,6.925377412891493,200.0,17117,0.0374643698062107,,0.9251819194489591,0.07481808055104089
CASA / RESIDÊNCIA,baseline,teste_reservado,163841,2026-08-26,2276194,-3346|-4932,nonoai,69.0,360000.0,333107.46588782524,5,5.0,800.0,16815,0.1487989829969808,,0.9252985163550701,0.0747014836449299
APARTAMENTO,baseline,teste_reservado,161730,2026-08-14,10672540,-3340|-4930,bela vista,229.29,2627000.0,2431061.234622096,17,11.222734157638191,1200.0,96700,0.2,,0.9254134886266069,0.07458651137339312
APARTAMENTO,baseline,teste_reservado,160926,2026-08-12,9958606,-3343|-4934,menino deus,89.44,580000.0,538205.6406022939,14,11.060433198591296,1200.0,96700,0.2,,0.9279407596591274,0.07205924034087263
CASA / RESIDÊNCIA,baseline,teste_reservado,163297,2026-08-25,1892827,-3334|-4924,sarandi,47.0,150000.0,160733.6823169415,5,5.0,800.0,16815,0.1487989829969808,,1.0715578821129432,0.07155788211294323
